title,price,release,link
Champions of Odin,₪55.95,"25 Aug, 2017",https://store.steampowered.com/app/479200/Champions_of_Odin/?snr=1_7_7_151_150_6
Tales of the Underworld - Legends of Primordial Sea,₪55.95,"3 Jan, 2022",https://store.steampowered.com/app/1840570/Tales_of_the_Underworld__Legends_of_Primordial_Sea/?snr=1_7_7_151_150_6
Tales of Mahabharata,₪18.50,"14 Aug, 2018",https://store.steampowered.com/app/867920/Tales_of_Mahabharata/?snr=1_7_7_151_150_6
Chronicle of Forgotten Times: Pawn of the Gods,₪36.95,"2 Jun, 2022",https://store.steampowered.com/app/1983780/Chronicle_of_Forgotten_Times_Pawn_of_the_Gods/?snr=1_7_7_151_150_6
Gates of Hell,₪3.50,"5 Nov, 2019",https://store.steampowered.com/app/1136420/Gates_of_Hell/?snr=1_7_7_151_150_6
Fables of Talumos,₪25.95,"1 Sep, 2019",https://store.steampowered.com/app/1085570/Fables_of_Talumos/?snr=1_7_7_151_150_6
TITANS: Dawn of Tribes,none,"15 Jun, 2017",https://store.steampowered.com/app/467570/TITANS_Dawn_of_Tribes/?snr=1_7_7_151_150_6
Nocturne of Steel,₪3.50,"27 Sep, 2018",https://store.steampowered.com/app/883810/Nocturne_of_Steel/?snr=1_7_7_151_150_6
Shadows of Forbidden Gods Demo,Free Demo,"13 Sep, 2021",https://store.steampowered.com/app/1741640/Shadows_of_Forbidden_Gods/?snr=1_7_7_151_150_7
Blood Rage: Digital Edition - Mystics of Midgard,₪18.50,"17 Sep, 2020",https://store.steampowered.com/app/1354120/Blood_Rage_Digital_Edition__Mystics_of_Midgard/?snr=1_7_7_151_150_7
The Fermi Paradox,₪69.95,"1 Jul, 2021",https://store.steampowered.com/app/1543150/The_Fermi_Paradox/?snr=1_7_7_151_150_7
Gods of Havoc: Into the Void,₪29.50,"8 Aug, 2019",https://store.steampowered.com/app/1117340/Gods_of_Havoc_Into_the_Void/?snr=1_7_7_151_150_7
Gods of Havoc: Fall to Earth,₪29.50,"22 Aug, 2019",https://store.steampowered.com/app/1120770/Gods_of_Havoc_Fall_to_Earth/?snr=1_7_7_151_150_7
Great Battles of Carolus XII,₪21.95,"16 May, 2021",https://store.steampowered.com/app/1548280/Great_Battles_of_Carolus_XII/?snr=1_7_7_151_150_7
Shrine of the Spirits,Free to Play,"2 Dec, 2022",https://store.steampowered.com/app/1956710/Shrine_of_the_Spirits/?snr=1_7_7_151_150_7
Tale of Legends -伝創記-,₪36.95,"10 Oct, 2018",https://store.steampowered.com/app/936870/Tale_of_Legends/?snr=1_7_7_151_150_7
Choice of the Viking Demo,Free Demo,"19 Sep, 2022",https://store.steampowered.com/app/1975530/Choice_of_the_Viking/?snr=1_7_7_151_150_7
Chronicle of Forgotten Times: Pawn of the Gods Demo,Free Demo,"26 May, 2022",https://store.steampowered.com/app/1983780/Chronicle_of_Forgotten_Times_Pawn_of_the_Gods/?snr=1_7_7_151_150_7
Army of Tentacles: Ultimate H.P. LOLcraft Deluxe Platinum Non-Award Winning Pack,₪197.27,none,https://store.steampowered.com/bundle/1903/Army_of_Tentacles_Ultimate_HP_LOLcraft_Deluxe_Platinum_NonAward_Winning_Pack/?snr=1_7_7_151_150_7
The Eyes Of Mars Demo,Free Demo,"14 Dec, 2022",https://store.steampowered.com/app/2247540/The_Eyes_Of_Mars/?snr=1_7_7_151_150_7
"Warhammer 40,000: Gladius - Specialist Pack",₪25.95,"3 Jun, 2021",https://store.steampowered.com/app/1640850/Warhammer_40000_Gladius__Specialist_Pack/?snr=1_7_7_151_150_7
Carnival of Gods: Oppression,₪25.95,"30 Nov, 2022",https://store.steampowered.com/app/1951530/Carnival_of_Gods_Oppression/?snr=1_7_7_151_150_7
Champion of the Gods Demo,Free Demo,"17 Jul, 2015",https://store.steampowered.com/app/386520/Champion_of_the_Gods/?snr=1_7_7_151_150_7
The Blackbird of Amor,₪73.95,"15 Jun, 2020",https://store.steampowered.com/app/1208860/The_Blackbird_of_Amor/?snr=1_7_7_151_150_7
Command Ops 2: Foothills of the Gods Vol. 2,₪131.95,"15 Feb, 2017",https://store.steampowered.com/app/524175/Command_Ops_2_Foothills_of_the_Gods_Vol_2/?snr=1_7_7_151_150_7
Exogenesis ~Perils of Rebirth~,₪110.95,"19 Apr, 2019",https://store.steampowered.com/app/1041270/Exogenesis_Perils_of_Rebirth/?snr=1_7_7_151_150_7
Lords of the Fallen -  Ancient Labyrinth,discount from ₪29.50 to ₪11.80 (60%),"28 Oct, 2014",https://store.steampowered.com/app/333800/Lords_of_the_Fallen___Ancient_Labyrinth/?snr=1_7_7_151_150_7
Songs of Syx Demo,Free Demo,"24 Aug, 2020",https://store.steampowered.com/app/1162750/Songs_of_Syx/?snr=1_7_7_151_150_7
Choice of Magics Demo,Free Demo,"10 Aug, 2018",https://store.steampowered.com/app/918380/Choice_of_Magics/?snr=1_7_7_151_150_7
Trail of Ayash Demo,Free Demo,"3 Feb, 2021",https://store.steampowered.com/app/1383370/Trail_of_Ayash/?snr=1_7_7_151_150_7
Defenders of Time Demo,Free Demo,"14 Nov, 2014",https://store.steampowered.com/app/317330/Defenders_of_Time/?snr=1_7_7_151_150_7
Nightork Adventures 2 - Legacy of Chaos,Free to Play,"4 Sep, 2017",https://store.steampowered.com/app/688630/Nightork_Adventures_2__Legacy_of_Chaos/?snr=1_7_7_151_150_7
Fight of Gods Original Soundtrack,₪18.50,"26 Sep, 2017",https://store.steampowered.com/app/654190/Fight_of_Gods_Original_Soundtrack/?snr=1_7_7_151_150_7
Sands of Slumber: The RPG,Free,"22 Nov, 2022",https://store.steampowered.com/app/2174160/Sands_of_Slumber_The_RPG/?snr=1_7_7_151_150_8
Legends of Primordial Sea Demo,Free Demo,"30 Dec, 2021",https://store.steampowered.com/app/1840570/Tales_of_the_Underworld__Legends_of_Primordial_Sea/?snr=1_7_7_151_150_8
Exile of the Gods Demo,Free Demo,"11 Jul, 2019",https://store.steampowered.com/app/1069610/Exile_of_the_Gods/?snr=1_7_7_151_150_8
Tale of Legends -伝創記- Demo,Free Demo,"23 Sep, 2018",https://store.steampowered.com/app/936870/Tale_of_Legends/?snr=1_7_7_151_150_8
Heroes of The Sacred Tree,₪55.95,"10 Mar, 2022",https://store.steampowered.com/app/1903280/Heroes_of_The_Sacred_Tree/?snr=1_7_7_151_150_8
Fantasy Grounds - Destroyer of Worlds,₪73.95,"13 Oct, 2020",https://store.steampowered.com/app/1441660/Fantasy_Grounds__Destroyer_of_Worlds/?snr=1_7_7_151_150_8
Blood Rage: Digital Edition - Gods of Asgard,₪18.50,"3 Mar, 2021",https://store.steampowered.com/app/1366580/Blood_Rage_Digital_Edition__Gods_of_Asgard/?snr=1_7_7_151_150_8
Rise of Titans - Welcome Pack,₪47.95,"31 Jul, 2018",https://store.steampowered.com/app/884710/Rise_of_Titans__Welcome_Pack/?snr=1_7_7_151_150_8
Curse of the Great Forest,Free to Play,"24 Jun, 2017",https://store.steampowered.com/app/652060/Curse_of_the_Great_Forest/?snr=1_7_7_151_150_8
A Plague Tale: Requiem - Protector Pack DLC,₪12.00,"17 Oct, 2022",https://store.steampowered.com/app/1906530/A_Plague_Tale_Requiem__Protector_Pack_DLC/?snr=1_7_7_151_150_8
First Hero - Epic of Gilgamesh,₪25.95,"18 Apr, 2022",https://store.steampowered.com/app/1379610/First_Hero__Epic_of_Gilgamesh/?snr=1_7_7_151_150_8
Defenders of the Realm VR  VR Only,₪55.95,"22 May, 2017",https://store.steampowered.com/app/638900/Defenders_of_the_Realm_VR/?snr=1_7_7_151_150_8
FIVE: Guardians of David Soundtrack,₪10.95,"9 Dec, 2015",https://store.steampowered.com/app/422690/FIVE_Guardians_of_David_Soundtrack/?snr=1_7_7_151_150_8
Six Ages: Ride Like the Wind,₪73.99,"17 Oct, 2019",https://store.steampowered.com/app/881420/Six_Ages_Ride_Like_the_Wind/?snr=1_7_7_151_150_8
Exogenesis ~Perils of Rebirth~ Demo,Free Demo,"28 Jun, 2019",https://store.steampowered.com/app/1041270/Exogenesis_Perils_of_Rebirth/?snr=1_7_7_151_150_8
Invictus: In the Shadow of Olympus,₪36.95,"18 Dec, 2017",https://store.steampowered.com/app/692660/Invictus_In_the_Shadow_of_Olympus/?snr=1_7_7_151_150_8
Ashes of the Singularity: Escalation - Gauntlet DLC,₪14.50,"16 Feb, 2017",https://store.steampowered.com/app/520644/Ashes_of_the_Singularity_Escalation__Gauntlet_DLC/?snr=1_7_7_151_150_8
Europa Universalis IV: Songs of Yuletide,Free,"20 Dec, 2013",https://store.steampowered.com/app/241373/Europa_Universalis_IV_Songs_of_Yuletide/?snr=1_7_7_151_150_8
Kingdom Come: Deliverance Royal Edition,₪149.95,"28 May, 2019",https://store.steampowered.com/sub/368776/?snr=1_7_7_151_150_8
Choice of the Vampire Demo,Free Demo,"9 Feb, 2018",https://store.steampowered.com/app/776000/Choice_of_the_Vampire/?snr=1_7_7_151_150_8
Fantasy Grounds - Book of the Underworld,₪47.95,"31 May, 2022",https://store.steampowered.com/app/1950900/Fantasy_Grounds__Book_of_the_Underworld/?snr=1_7_7_151_150_8
Crusader Kings II: Songs of Yuletide,Free,"20 Dec, 2013",https://store.steampowered.com/app/226671/Crusader_Kings_II_Songs_of_Yuletide/?snr=1_7_7_151_150_8
魔法书起源(Origin of the magic book),₪10.95,"11 Aug, 2022",https://store.steampowered.com/app/1976850/Origin_of_the_magic_book/?snr=1_7_7_151_150_8
Fantasy Grounds - Gauntlet of Spiragos (PFRPG),₪3.50,"7 Mar, 2017",https://store.steampowered.com/app/605700/Fantasy_Grounds__Gauntlet_of_Spiragos_PFRPG/?snr=1_7_7_151_150_8
Ash of Gods: The Way Demo,Free Demo,"17 Jun, 2021",https://store.steampowered.com/app/1293460/Ash_of_Gods_The_Way/?snr=1_7_7_151_150_8
Fantasy Grounds - New Gods of Mankind - Anointed: Token Pack - Elder Races of Naalrinnon,₪21.95,"12 Sep, 2016",https://store.steampowered.com/app/527220/Fantasy_Grounds__New_Gods_of_Mankind__Anointed_Token_Pack__Elder_Races_of_Naalrinnon/?snr=1_7_7_151_150_9
Expansion - Crusader Kings II: The Old Gods,₪52.76,"28 May, 2013",https://store.steampowered.com/app/210908/Expansion__Crusader_Kings_II_The_Old_Gods/?snr=1_7_7_151_150_9
Fantasy Grounds - The Seas of Vodari,₪92.95,"14 Jul, 2020",https://store.steampowered.com/app/1348850/Fantasy_Grounds__The_Seas_of_Vodari/?snr=1_7_7_151_150_9
Fantasy Grounds - D&D Fizban's Treasury of Dragons,₪110.95,"25 Oct, 2021",https://store.steampowered.com/app/1782830/Fantasy_Grounds__DD_Fizbans_Treasury_of_Dragons/?snr=1_7_7_151_150_9
Evil West - Wild Wild East Skin Pack,₪12.00,"21 Nov, 2022",https://store.steampowered.com/app/1997840/Evil_West__Wild_Wild_East_Skin_Pack/?snr=1_7_7_151_150_9
Mahjong Masters: Temple of the Ten Gods,₪25.95,"19 Jun, 2017",https://store.steampowered.com/app/655650/Mahjong_Masters_Temple_of_the_Ten_Gods/?snr=1_7_7_151_150_9
Fate of the Storm Gods Demo,Free Demo,"28 Jan, 2021",https://store.steampowered.com/app/1380120/Fate_of_the_Storm_Gods/?snr=1_7_7_151_150_9
Fateful Hour Bundle,discount from ₪203.85 to ₪144.74 (29%),none,https://store.steampowered.com/bundle/21278/Fateful_Hour_Bundle/?snr=1_7_7_151_150_9
Kingdom Come: Deliverance Collection,₪264.75,none,https://store.steampowered.com/bundle/10287/Kingdom_Come_Deliverance_Collection/?snr=1_7_7_151_150_9
Fantasy Grounds - Gauntlet of Spiragos (5E),₪3.50,"27 Jan, 2017",https://store.steampowered.com/app/587150/Fantasy_Grounds__Gauntlet_of_Spiragos_5E/?snr=1_7_7_151_150_9
Imperiums: Troy,Free,"2 Dec, 2020",https://store.steampowered.com/app/1404250/Imperiums_Troy/?snr=1_7_7_151_150_9
"Nobunaga's Ambition: Taishi - シナリオ「越後の義将」/Scenario ""The Dutiful Lord of Echigo""",₪10.95,"29 Nov, 2017",https://store.steampowered.com/app/735070/Nobunagas_Ambition_Taishi__Scenario_The_Dutiful_Lord_of_Echigo/?snr=1_7_7_151_150_9
Children of the Nile: Enhanced Edition Demo,Free Demo,"8 Jul, 2008",https://store.steampowered.com/app/17100/Children_of_the_Nile_Enhanced_Edition/?snr=1_7_7_151_150_9
Reborn Secret Bundle,₪53.25,none,https://store.steampowered.com/bundle/28690/Reborn_Secret_Bundle/?snr=1_7_7_151_150_9
Rebellion Anthology,"₪1,279.54",none,https://store.steampowered.com/bundle/646/Rebellion_Anthology/?snr=1_7_7_151_150_9
Fantasy Grounds - World of Farland Campaign Setting,₪36.95,"5 May, 2021",https://store.steampowered.com/app/1588980/Fantasy_Grounds__World_of_Farland_Campaign_Setting/?snr=1_7_7_151_150_9
Pagui soundtrack album#4-The Beginning of The Ending,₪29.50,"3 Aug, 2022",https://store.steampowered.com/app/2102510/Pagui_soundtrack_album4The_Beginning_of_The_Ending/?snr=1_7_7_151_150_9
Bloody Sand : The Gods Of Assyria Demo,Free Demo,"18 Nov, 2020",https://store.steampowered.com/app/1465480/Bloody_Sand__The_Gods_Of_Assyria/?snr=1_7_7_151_150_9
Omensight: Definitive Edition,₪73.95,"15 May, 2018",https://store.steampowered.com/app/455820/Omensight_Definitive_Edition/?snr=1_7_7_151_150_9
Fantasy Grounds - Odyssey of the Dragon Lords (5E),₪149.95,"17 Dec, 2019",https://store.steampowered.com/app/1209710/Fantasy_Grounds__Odyssey_of_the_Dragon_Lords_5E/?snr=1_7_7_151_150_9
Niffelheim,₪73.95,"26 Sep, 2018",https://store.steampowered.com/app/351100/Niffelheim/?snr=1_7_7_151_150_9
Fantasy Grounds - Lankhmar: Savage Tales of the Thieves Guild,₪36.95,"15 Mar, 2022",https://store.steampowered.com/app/1846010/Fantasy_Grounds__Lankhmar_Savage_Tales_of_the_Thieves_Guild/?snr=1_7_7_151_150_9
Arkane 20th Anniversary Bundle,₪352.23,none,https://store.steampowered.com/bundle/15587/Arkane_20th_Anniversary_Bundle/?snr=1_7_7_151_150_9
Of Gods and Men: The Daybreak Empire Demo,Free Demo,"9 Nov, 2018",https://store.steampowered.com/app/936610/Of_Gods_and_Men_The_Daybreak_Empire/?snr=1_7_7_151_150_9
Sokpop Super Bundle,₪771.84,none,https://store.steampowered.com/bundle/13247/Sokpop_Super_Bundle/?snr=1_7_7_151_150_9
The Dark Times Bundle,₪156.31,none,https://store.steampowered.com/bundle/25968/The_Dark_Times_Bundle/?snr=1_7_7_151_150_10
Oriental Empires: Three Kingdoms,₪36.95,"29 Aug, 2019",https://store.steampowered.com/app/1089620/Oriental_Empires_Three_Kingdoms/?snr=1_7_7_151_150_10
HeroCraft Publisher Bundle,discount from ₪350.16 to ₪74.12 (79%),none,https://store.steampowered.com/bundle/569/HeroCraft_Publisher_Bundle/?snr=1_7_7_151_150_10
Pon Para and the Great Southern Labyrinth,₪25.95,"9 May, 2019",https://store.steampowered.com/app/1074550/Pon_Para_and_the_Great_Southern_Labyrinth/?snr=1_7_7_151_150_10
Crusader Kings II: Dynasty Starter Pack,₪136.03,none,https://store.steampowered.com/bundle/5177/Crusader_Kings_II_Dynasty_Starter_Pack/?snr=1_7_7_151_150_10
SUPER BUNDLE,discount from ₪769.44 to ₪449.12 (42%),none,https://store.steampowered.com/bundle/24292/SUPER_BUNDLE/?snr=1_7_7_151_150_10
Fantasy Grounds - DB2 Crater of Umeshti (Castles & Crusades),₪21.95,"13 Feb, 2017",https://store.steampowered.com/app/592110/Fantasy_Grounds__DB2_Crater_of_Umeshti_Castles__Crusades/?snr=1_7_7_151_150_10
Fantasy Grounds - C2 Shades of Mist (Castles and Crusades),₪32.95,"21 Feb, 2017",https://store.steampowered.com/app/596130/Fantasy_Grounds__C2_Shades_of_Mist_Castles_and_Crusades/?snr=1_7_7_151_150_10
X-Blades,discount from ₪36.95 to ₪18.47 (50%),"30 Apr, 2009",https://store.steampowered.com/app/7510/XBlades/?snr=1_7_7_151_150_10
Stars in Shadow: Legacies,₪18.50,"19 Oct, 2017",https://store.steampowered.com/app/698280/Stars_in_Shadow_Legacies/?snr=1_7_7_151_150_10
Fantasy Grounds - Echoes of the Past: The Slarecian Legacy (PFRPG),₪92.95,"27 Jun, 2018",https://store.steampowered.com/app/887180/Fantasy_Grounds__Echoes_of_the_Past_The_Slarecian_Legacy_PFRPG/?snr=1_7_7_151_150_10
Deathless: The City's Thirst,₪14.50,"23 Oct, 2015",https://store.steampowered.com/app/410910/Deathless_The_Citys_Thirst/?snr=1_7_7_151_150_10
Fantasy Grounds - Aegis of Empires 3: When Comes the Moon,₪36.95,"13 Apr, 2021",https://store.steampowered.com/app/1539470/Fantasy_Grounds__Aegis_of_Empires_3_When_Comes_the_Moon/?snr=1_7_7_151_150_10
Fantasy Grounds - Aegis of Empires 3: When Comes the Moon,₪92.95,"6 Apr, 2021",https://store.steampowered.com/app/1539490/Fantasy_Grounds__Aegis_of_Empires_3_When_Comes_the_Moon/?snr=1_7_7_151_150_10
Resolutiion,₪73.95,"28 May, 2020",https://store.steampowered.com/app/975150/Resolutiion/?snr=1_7_7_151_150_10
Collapse,₪73.95,"11 Apr, 2014",https://store.steampowered.com/app/289620/Collapse/?snr=1_7_7_151_150_10
Tower Behind the Moon,₪25.95,"20 Dec, 2018",https://store.steampowered.com/app/1001490/Tower_Behind_the_Moon/?snr=1_7_7_151_150_10
Galaxy Citizen,none,"6 Feb, 2022",https://store.steampowered.com/app/1800650/Galaxy_Citizen/?snr=1_7_7_151_150_10
Fantasy Grounds - Aegis of Empires 3: When Comes the Moon (PFRPG),₪40.95,"30 Mar, 2021",https://store.steampowered.com/app/1539480/Fantasy_Grounds__Aegis_of_Empires_3_When_Comes_the_Moon_PFRPG/?snr=1_7_7_151_150_10
Natalia Theodoridou Bundle,₪62.39,none,https://store.steampowered.com/bundle/25506/Natalia_Theodoridou_Bundle/?snr=1_7_7_151_150_10
Neon Souls,₪18.50,"21 Oct, 2021",https://store.steampowered.com/app/1596270/Neon_Souls/?snr=1_7_7_151_150_10
How to Survive 2 -  Kovac's Ultimate Edition,₪81.09,none,https://store.steampowered.com/bundle/1936/How_to_Survive_2___Kovacs_Ultimate_Edition/?snr=1_7_7_151_150_10
深海捕鱼/Deep Fishing,Free To Play,"31 Jan, 2022",https://store.steampowered.com/app/1648550/Deep_Fishing/?snr=1_7_7_151_150_10
捕鱼王国Fishing Kingdom,none,"4 Apr, 2022",https://store.steampowered.com/app/1937220/Fishing_Kingdom/?snr=1_7_7_151_150_10
Kingdom Heroes 8 The Hibiscus storm clouds,₪25.95,"14 Sep, 2021",https://store.steampowered.com/app/1711770/Kingdom_Heroes_8_The_Hibiscus_storm_clouds/?snr=1_7_7_151_150_10
Fantasy Grounds - Pathfinder RPG - Carrion Crown AP 4: Wake of the Watcher (PFRPG),₪73.95,"19 Nov, 2018",https://store.steampowered.com/app/984850/Fantasy_Grounds__Pathfinder_RPG__Carrion_Crown_AP_4_Wake_of_the_Watcher_PFRPG/?snr=1_7_7_151_150_11
大宇資訊特選遊戲 同捆組 《Softstar Games Bundle》,₪100.70,none,https://store.steampowered.com/bundle/2266/__Softstar_Games_Bundle/?snr=1_7_7_151_150_11
Helheim,₪36.95,"1 Feb, 2019",https://store.steampowered.com/app/924100/Helheim/?snr=1_7_7_151_150_11
Epic battles within 5 seconds!,Free to Play,"8 Feb, 2016",https://store.steampowered.com/app/440740/Epic_battles_within_5_seconds/?snr=1_7_7_151_150_11
Groove Coaster Non-Stop Mix,₪656.56,none,https://store.steampowered.com/bundle/8740/Groove_Coaster_NonStop_Mix/?snr=1_7_7_151_150_11
Fantasy Grounds - 3.5E/PFRPG: SH2: The Temple of Jewels and Mirrors,₪36.95,"3 Jun, 2016",https://store.steampowered.com/app/484940/Fantasy_Grounds__35EPFRPG_SH2_The_Temple_of_Jewels_and_Mirrors/?snr=1_7_7_151_150_11
Fantasy Grounds - 5E: Shattered Heart Adventure Path (5E): The Temple of Jewels and Mirrors,₪36.95,"19 Feb, 2016",https://store.steampowered.com/app/445931/Fantasy_Grounds__5E_Shattered_Heart_Adventure_Path_5E_The_Temple_of_Jewels_and_Mirrors/?snr=1_7_7_151_150_11
Craftia's Defender,none,2024,https://store.steampowered.com/app/2220600/Craftias_Defender/?snr=1_7_7_151_150_11
Warden's Will,none,2024,https://store.steampowered.com/app/1689640/Wardens_Will/?snr=1_7_7_151_150_11
Galaxy Citizen -Classic,Free To Play,Coming soon,https://store.steampowered.com/app/2010130/Galaxy_Citizen_Classic/?snr=1_7_7_151_150_11
Galaxy Citizen - Beginning,Free,Coming soon,https://store.steampowered.com/app/2002100/Galaxy_Citizen__Beginning/?snr=1_7_7_151_150_11
Galaxy Citizen- Premium Edition,none,Coming soon,https://store.steampowered.com/app/1938610/Galaxy_Citizen_Premium_Edition/?snr=1_7_7_151_150_11
Strategy & Tactics: Wargame Collection - Vikings!,discount from ₪10.95 to ₪3.72 (66%),"7 Nov, 2016",https://store.steampowered.com/app/536740/Strategy__Tactics_Wargame_Collection__Vikings/?snr=1_7_7_151_150_11
Hexagon World,₪36.95,"4 Aug, 2021",https://store.steampowered.com/app/1701040/Hexagon_World/?snr=1_7_7_151_150_11
Command Ops 2 - Commander Pack I,₪477.40,none,https://store.steampowered.com/bundle/2724/Command_Ops_2__Commander_Pack_I/?snr=1_7_7_151_150_11
Command Ops 2 - Commander Pack II,₪613.97,none,https://store.steampowered.com/bundle/2738/Command_Ops_2__Commander_Pack_II/?snr=1_7_7_151_150_11
THE QUIET MAN™,discount from ₪54.95 to ₪10.99 (80%),"1 Nov, 2018",https://store.steampowered.com/app/790540/THE_QUIET_MAN/?snr=1_7_7_151_150_11
Ascension: Delirium,₪21.95,"29 Jul, 2019",https://store.steampowered.com/app/987500/Ascension_Delirium/?snr=1_7_7_151_150_11
Pon Para and the Unconquerable Scorpion,₪29.50,"16 Dec, 2021",https://store.steampowered.com/app/1288650/Pon_Para_and_the_Unconquerable_Scorpion/?snr=1_7_7_151_150_11
X-Blades - Soundtrack,discount from ₪25.95 to ₪12.97 (50%),"15 May, 2017",https://store.steampowered.com/app/604290/XBlades__Soundtrack/?snr=1_7_7_151_150_11
Pon Para and the Great Southern Labyrinth Demo,Free Demo,"9 May, 2019",https://store.steampowered.com/app/1074550/Pon_Para_and_the_Great_Southern_Labyrinth/?snr=1_7_7_151_150_11
Pon Para and the Unconquerable Scorpion Demo,Free Demo,"16 Dec, 2021",https://store.steampowered.com/app/1288650/Pon_Para_and_the_Unconquerable_Scorpion/?snr=1_7_7_151_150_11
Guarding Goddess-SS Fire Demon,₪3.50,"22 Nov, 2022",https://store.steampowered.com/app/2110450/Guarding_GoddessSS_Fire_Demon/?snr=1_7_7_151_150_11
Deathless: The City's Thirst Demo,Free Demo,"23 Oct, 2015",https://store.steampowered.com/app/410910/Deathless_The_Citys_Thirst/?snr=1_7_7_151_150_11
Guardian Goddess-Lucky Gift,₪21.95,"10 Nov, 2022",https://store.steampowered.com/app/2110451/Guardian_GoddessLucky_Gift/?snr=1_7_7_151_150_11
Agarest 2 - Bundle #3,₪32.95,"13 Mar, 2015",https://store.steampowered.com/app/343940/Agarest_2__Bundle_3/?snr=1_7_7_151_150_12
Tower Behind the Moon Demo,Free Demo,"20 Dec, 2018",https://store.steampowered.com/app/1001490/Tower_Behind_the_Moon/?snr=1_7_7_151_150_12
X-Blades - Digital Deluxe Content,discount from ₪25.95 to ₪12.97 (50%),"15 May, 2017",https://store.steampowered.com/app/604280/XBlades__Digital_Deluxe_Content/?snr=1_7_7_151_150_12
Overture OST,₪10.95,"2 Feb, 2015",https://store.steampowered.com/app/347900/Overture_OST/?snr=1_7_7_151_150_12
Third Eye,₪58.95,"5 Aug, 2019",https://store.steampowered.com/app/515060/Third_Eye/?snr=1_7_7_151_150_12
ATONE Demo,Free Demo,"3 Oct, 2022",https://store.steampowered.com/app/894620/ATONE_Heart_of_the_Elder_Tree/?snr=1_7_7_151_150_12
Sliding Puzzle Deluxe The Classic,₪10.95,"17 Nov, 2022",https://store.steampowered.com/app/2205490/Sliding_Puzzle_Deluxe_The_Classic/?snr=1_7_7_151_150_12
Dark Scavenger - Soundtrack,₪10.95,"23 Jan, 2015",https://store.steampowered.com/app/339770/Dark_Scavenger__Soundtrack/?snr=1_7_7_151_150_12
A Plague Tale: Innocence Demo,Free Demo,"12 Sep, 2019",https://store.steampowered.com/app/752590/A_Plague_Tale_Innocence/?snr=1_7_7_151_150_12
